ds,payment_status,payment_type,company_size,subscription_length,previous_subscription_length,license_count,billings_per_license,billings,last_updated,data_type
2025-04,Completed,Renewal,Mid (50-249),3-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Mid (50-249),3-year,1-year,0.0,43.55,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Mid (50-249),3-year,2-year,0.0,44.26,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Mid (50-249),3-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),1-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),1-year,1-year,0.0,4.2,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),1-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),1-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),2-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),2-year,1-year,0.0,17.52,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),2-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),2-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),3-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),3-year,1-year,0.0,40.406666666666666,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),3-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Renewal,Large (>249),3-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),1-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),1-year,1-year,6.106106659298154,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),1-year,2-year,36.51547765264275,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),1-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),2-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),2-year,1-year,5.0495049504950495,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),2-year,2-year,18.696928635953025,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),2-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),3-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),3-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),3-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Micro (<10),3-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),1-month,1-month,2.368457490999723,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),1-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),1-year,1-year,12.185929648241205,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),1-year,2-year,33.00121506682867,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),1-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),2-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),2-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),2-year,2-year,36.97087378640777,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),2-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),3-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),3-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),3-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Small (10-49),3-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),1-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),1-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),1-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),1-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),2-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),2-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),2-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),2-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),3-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),3-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),3-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Mid (50-249),3-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),1-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),1-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),1-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),1-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),2-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),2-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),2-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),2-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),3-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),3-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),3-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Renewal,Large (>249),3-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),1-month,2-year,0.0,23.893333333333334,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),1-year,1-month,16.809310643790546,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),1-year,1-year,16.809310643790546,34.78333333333333,1316.3572316569746,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),1-year,2-year,16.809310643790546,16.48,623.677063086927,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),1-year,3-year,16.809310643790546,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),2-year,1-month,6.322272539347512,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),2-year,1-year,6.322272539347512,9.31,132.51820851825985,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),2-year,2-year,6.322272539347512,67.96666666666665,967.4351133860788,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),2-year,3-year,6.322272539347512,22.276666666666667,317.0852801745545,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),3-year,1-month,0.3275914830475545,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),3-year,1-year,0.3275914830475545,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),3-year,2-year,0.3275914830475545,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Micro (<10),3-year,3-year,0.3275914830475545,89.45666666666666,65.9778220680467,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),1-month,1-month,0.0,2.13,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),1-year,1-month,74.68087449585822,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),1-year,1-year,74.68087449585822,31.59,5311.432693334816,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),1-year,2-year,74.68087449585822,44.35,7456.854699252899,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),1-year,3-year,74.68087449585822,15.69,2638.06201197921,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),2-year,1-month,21.623401436823077,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),2-year,1-year,21.623401436823077,64.98333333333333,3163.5788075662113,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),2-year,2-year,21.623401436823077,57.666666666666664,2807.382065703793,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),2-year,3-year,21.623401436823077,116.82666666666668,5687.4639675599165,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),3-year,1-month,5.64525312863833,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),3-year,1-year,5.64525312863833,6.333333333333333,80.49491166083678,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),3-year,2-year,5.64525312863833,35.81333333333333,455.1775425705423,2025-03-31,forecast
2025-04,Completed,Upsell,Small (10-49),3-year,3-year,5.64525312863833,111.65666666666668,1419.1252925805527,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),1-year,1-month,17.006323410728516,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),1-year,1-year,17.006323410728516,27.22,1042.200354262604,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),1-year,2-year,17.006323410728516,13.333333333333334,510.50715369218904,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),1-year,3-year,17.006323410728516,7.38,282.56570956862663,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),2-year,1-month,6.3451342791021395,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),2-year,1-year,6.3451342791021395,19.993333333333332,285.61347008397127,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),2-year,2-year,6.3451342791021395,56.11666666666667,801.6510118145477,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),2-year,3-year,6.3451342791021395,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),3-year,1-month,14.38970595941573,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),3-year,1-year,14.38970595941573,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),3-year,2-year,14.38970595941573,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Mid (50-249),3-year,3-year,14.38970595941573,106.18666666666668,3440.127740697807,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),1-year,1-month,2.4642464822861685,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),1-year,1-year,2.4642464822861685,1.03,5.714444666125652,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),1-year,2-year,2.4642464822861685,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),1-year,3-year,2.4642464822861685,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),2-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),2-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),2-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),2-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),3-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),3-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),3-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Completed,Upsell,Large (>249),3-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),1-year,1-month,8.670544742696293,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),1-year,1-year,8.670544742696293,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),1-year,2-year,8.670544742696293,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),1-year,3-year,8.670544742696293,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),2-year,1-month,,0.0,,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),2-year,1-year,,0.0,,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),2-year,2-year,,0.0,,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),2-year,3-year,,0.0,,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),3-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),3-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),3-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Micro (<10),3-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),1-month,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),1-month,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),1-month,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),1-month,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),1-year,1-month,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),1-year,1-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),1-year,2-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),1-year,3-year,0.0,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),2-year,1-month,2.1111852160635296,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),2-year,1-year,2.1111852160635296,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),2-year,2-year,2.1111852160635296,0.0,0.0,2025-03-31,forecast
2025-04,Refunded,Upsell,Small (10-49),2-year,3-year,2.1111852160635296,0.0,0.0,2025-03-31,forecast
